,loss,accuracy,val_loss,val_accuracy
0,0.13576333224773407,0.9573396444320679,0.8457612991333008,0.20698152482509613
1,0.04937369003891945,0.986413300037384,1.2547614574432373,0.5855441689491272
2,0.025850102305412292,0.9932541847229004,0.8484843373298645,0.7188500761985779
3,0.01999826170504093,0.9952493906021118,1.0512187480926514,0.7195071578025818
4,0.01204925961792469,0.997244656085968,1.3096272945404053,0.7282135486602783
5,0.014586691744625568,0.9958194494247437,0.4642386734485626,0.7885831594467163
6,0.010480716824531555,0.9969596266746521,1.0092822313308716,0.6234907507896423
7,0.009504019282758236,0.99733966588974,1.0258846282958984,0.7487474083900452
8,0.007189197465777397,0.9985747933387756,1.2876309156417847,0.622422993183136
9,0.01045001856982708,0.997434675693512,0.4170391857624054,0.8522381782531738
